price,year,kilometers,fuel,engine_size
59999,2015,290000,Diesel,1968
9500,2005,113500,Benzyna,1198
21900,2006,390000,Diesel,2461
50000,2017,73000,Benzyna,1395
94900,2019,33260,Benzyna,1498
72900,2016,164100,Diesel,1968
185000,2023,5,Diesel,1968
8900,2004,220000,Benzyna,1595
18300,2007,219800,Diesel,1896
38700,2011,273124,Benzyna,1984
16500,2004,204560,Diesel,1968
13800,2006,260000,Diesel,1968
90900,2020,167000,Diesel,1968
109900,2018,144400,Diesel,1968
23900,2012,121250,Benzyna,1198
144900,2019,72200,Benzyna,1984
34900,2013,190000,Diesel,1598
43900,2014,198000,Diesel,1968
57900,2017,160020,Diesel,1598
65400,2017,164000,Diesel,1968
8900,2004,307000,Diesel,1896
42900,2014,153000,Diesel,1968
208250,2023,,Benzyna,1984
125000,2021,11150,Benzyna,1498
8950,2005,268000,Diesel,1896
305999,2022,8,,
171000,2023,7,Benzyna,1498
8500,2003,274000,Benzyna,1390
41205,2017,84300,Benzyna,999
53900,2015,219000,Diesel,1598
482500,2023,5,Diesel,2967
133890,2022,5,Benzyna,1498
49000,2018,68000,Benzyna,999
44900,2014,186833,Diesel,1968
22900,2008,212000,Benzyna,1390
45900,2012,224600,Diesel,1968
84799,2017,124965,Benzyna,1798
18400,2008,161000,Diesel,1896
219900,2021,19400,Diesel,1968
155000,2020,22318,Benzyna,1984
116990,2022,12,Benzyna,999
32000,2010,75234,Benzyna,1390
54500,2015,140000,Benzyna,1798
74907,2017,205000,Diesel,1968
19900,2008,361500,Diesel,1968
209700,2022,1,Diesel,2000
135900,2019,97000,Benzyna,1984
79900,2012,229000,Diesel,2967
21800,2009,187000,Benzyna,1390
35900,2013,256400,Diesel,1968
43600,2015,250000,Diesel,1598
328030,2022,1,Benzyna,1984
79900,2019,206714,Benzyna,1498
214900,2023,3,Diesel,1968
155900,2020,95495,Diesel,1968
161800,2022,10,Benzyna,1498
9700,2007,131979,Benzyna,1390
86900,2020,97330,Benzyna,999
36777,2011,194000,Diesel,1598
185880,2023,,Benzyna,1984
29900,2008,184500,Benzyna,1390
39900,2011,207394,Benzyna,1390
25500,2008,275000,Diesel,2460
46900,2014,361055,Diesel,1968
291880,2022,1,Benzyna,1984
116850,2020,28000,Diesel,1968
89900,2017,152210,Diesel,1968
86100,2019,43639,Diesel,1968
139799,2018,108486,Diesel,1968
44999,2011,251000,Diesel,1968
77900,2017,141312,Diesel,1968
69000,2017,118000,Benzyna,1798
29900,2011,220000,Diesel,1968
58899,2018,37000,Benzyna,999
20900,2008,220000,Benzyna,1595
168340,2022,10,Benzyna,1498
239600,2022,10,Diesel,1968
424600,2023,5,Diesel,1968
199200,2023,3,Diesel,1968
47900,2019,186583,Diesel,1598
47500,2018,225800,Diesel,1598
9399,2007,170148,Benzyna,1390
92988,2016,201221,Hybryda,1395
117799,2019,72705,Diesel,1968
31600,2011,284000,Diesel,1968
123500,2023,1,Benzyna,1498
15900,2006,263000,Benzyna,1984
94900,2019,142523,Benzyna,1498
93000,2017,108000,Benzyna,1984
16500,2012,184000,Diesel,1598
139605,2017,80500,Diesel,1968
8000,2003,255000,Benzyna,1390
17900,2008,283250,Diesel,1968
23900,2009,290000,Diesel,1968
216865,2022,5,Benzyna,1984
58500,2008,190685,Diesel,2460
69000,2015,83000,Benzyna,1798
121500,2023,1,Benzyna,1498
34700,2011,130000,Benzyna,1390
33500,2008,289128,Diesel,1968
46900,2012,207240,Diesel,1968
13900,2008,305000,Benzyna,1390
9900,2003,233000,Benzyna,1198
84900,2016,205000,Diesel,1968
17900,2005,312000,Diesel,1896
65900,2011,340356,Diesel,2967
49900,2013,297000,Diesel,1968
47900,2018,134750,Benzyna,999
32990,2012,181384,Diesel,1598
151400,2023,,Benzyna,1498
119900,2022,7,Diesel,1968
24000,2013,359000,Diesel,1598
6900,1998,172566,Benzyna,1390
114900,2019,42370,Benzyna,1498
94900,2022,10,Benzyna,999
136500,2022,8,Benzyna,1498
112900,2019,52255,Benzyna,1498
39900,2009,216000,Benzyna,1984
37900,2012,284000,Diesel,1968
85800,2019,158391,Diesel,1968
35900,2012,207000,Benzyna,1390
244600,2017,95400,Diesel,1968
123000,2018,28300,Benzyna,1498
19900,2007,299105,Diesel,1968
15900,2006,169780,Benzyna,1198
108900,2017,96627,Benzyna,1395
404900,2023,5,Diesel,2967
119909,2019,40000,Benzyna,1498
33900,2011,105600,Diesel,1598
49900,2012,181000,Benzyna,1390
49900,2012,181000,Benzyna,1390
169900,2023,5,Benzyna,1498
250920,2022,1,Diesel,1968
26900,2008,139440,Diesel,1968
6000,1997,307000,Benzyna,1781
72000,2015,190000,Benzyna,1798
46900,2013,110175,Benzyna,1798
7400,1998,304000,Benzyna,1781
133320,2022,2986,Benzyna,1498
76799,2017,121364,Benzyna,1798
8999,2008,238800,Benzyna,1798
63000,2015,286000,Diesel,1968
79900,2019,71587,Benzyna,1498
19900,2006,207000,Diesel,1896
61900,2015,137600,Diesel,1968
78000,2019,70000,Benzyna,1984
318447,2023,10,Diesel,1968
47900,2008,217041,Diesel,1896
40000,2010,179500,Benzyna,1984
58900,2011,157100,Diesel,1968
139000,2022,1,Benzyna,1498
73677,2017,118000,Benzyna,1395
13900,2006,200000,Benzyna,1390
42799,2012,285000,Benzyna,1798
44900,2017,92953,Benzyna,999
14800,2006,217500,Benzyna,1595
196200,2023,3,Benzyna,1984
182500,2023,1,Benzyna,1498
107900,2022,513,Benzyna,999
4900,1998,460000,Diesel,1896
138900,2022,5,Benzyna,1498
17900,2009,138000,Benzyna,1390
107900,2022,513,Benzyna,999
4900,1998,460000,Diesel,1896
138900,2022,5,Benzyna,1498
17900,2009,138000,Benzyna,1390
292690,2022,10,,
43990,2011,199800,Diesel,1968
27900,2010,118261,Benzyna,1390
40999,2013,230000,Diesel,1968
92900,2019,21000,Benzyna,999
82799,2019,52107,Benzyna,1498
25900,2014,238000,Diesel,1968
46500,2012,158000,Benzyna,1798
69999,2013,198000,Diesel,2967
99990,2019,204000,Diesel,1968
32900,2011,158763,Diesel,1598
159531,2022,1,Diesel,1968
14900,2005,198000,Diesel,1896
83900,2020,131990,Benzyna,999
56000,2006,362801,Diesel,2500
172190,2022,10,Benzyna,1498
85100,2015,203000,Diesel,1968
6900,2005,197000,Benzyna,1198
74900,2019,128492,Diesel,1968
78474,2018,85806,Benzyna,2000
37950,2011,215286,Diesel,1968
451900,2023,5,Diesel,2967
87900,2019,172578,Diesel,1968
25949,2011,189265,Diesel,1598
137000,2019,74944,Benzyna,1984
33900,2011,244000,Diesel,1968
139900,2022,1,Benzyna,1500
94900,2017,151300,Benzyna,1984
139900,2022,1,Benzyna,1500
94900,2017,151300,Benzyna,1984
91500,2017,76301,Diesel,1968
44900,2012,199000,Diesel,1968
55900,2018,209850,Diesel,1598
115000,2022,6,Benzyna,999
27999,2009,193000,Benzyna,1390
23900,2008,217000,Diesel,1896
245754,2023,,Diesel,1968
141696,2023,,Diesel,1968
128500,2023,,Diesel,1968
177900,2023,3,Benzyna,1498
166900,2023,1,Benzyna,1498
146900,2023,1,Benzyna,1498
41600,2019,25242,Benzyna,999
43050,2013,241000,Diesel,1598
100860,2017,253000,Benzyna,1984
479000,2023,1,Diesel,2967
167500,2023,1,Benzyna,1498
74500,2016,160450,Diesel,1968
23900,2009,274663,Diesel,1968
89900,2016,117430,Diesel,1968
115180,2022,5,Benzyna,999
25500,2009,146380,Benzyna,1390
24900,2007,145000,Benzyna,1595
145950,2018,97308,Diesel,1968
4950,2001,255000,Diesel,1896
81850,2018,136490,Benzyna,1800
23999,2009,259000,Diesel,1968
56850,2018,120740,Diesel,1600
57900,2016,158550,Benzyna,1395
119850,2018,195788,Diesel,1968
87500,2015,172000,Benzyna,1984
18900,2007,181000,Benzyna,1390
49600,2012,57722,Benzyna,1390
35000,1999,305000,Diesel,2461
34900,2013,128636,Diesel,1598
22800,2009,202000,Benzyna,1390
29900,2010,157000,Diesel,1598
454804,2023,6,Diesel,2000
454275,2023,6,Diesel,2000
44850,2018,237596,Diesel,1600
59850,2018,117876,Benzyna,1395
65850,2015,146232,Benzyna,1984
89900,2016,72520,Diesel,1968
44500,2013,192000,Diesel,1968
375150,2022,10,Benzyna,1984
476900,2023,5,Diesel,2967
2999,1997,230100,Benzyna,1598
89850,2019,72279,Benzyna,1498
151500,2023,5,Benzyna,1498
16900,2008,172000,Benzyna,1390
97900,2017,55838,Benzyna,1498
89999,2018,175700,Benzyna,1798
124200,2022,1,Benzyna,1498
99900,2017,185151,Diesel,1968
35900,2015,297642,Diesel,1598
124900,2017,65464,Benzyna,1984
5100,1998,407000,Diesel,1896
174168,2017,132500,Diesel,1968
6900,2000,330000,Diesel,1896
140638,2023,10,Diesel,1968
25900,2009,235064,Diesel,1598
18900,2016,98000,Benzyna,999
113900,2022,1,Benzyna,999
25900,2009,235064,Diesel,1598
222500,2022,1,Benzyna,1984
140638,2023,10,Diesel,1968
280000,2022,2675,Hybryda,1395
378999,2020,50396,Diesel,2967
251960,2022,5,Diesel,1968
89000,2019,69000,Benzyna,1498
107000,2020,45389,Benzyna,1498
129900,2022,21000,Benzyna,1498
98000,2019,103561,Benzyna,1498
79799,2018,104920,Benzyna,1498
15900,2013,105000,Benzyna,1984
15900,1997,132000,Benzyna,1781
34000,2016,620000,Diesel,1968
82500,2019,57600,Benzyna,999
43900,2015,136500,Benzyna,1197
29900,2012,230000,Diesel,1598
54900,2015,120000,Diesel,1598
112000,2018,51000,Benzyna,1395
104900,2022,1,Benzyna,999
279900,2022,10,Diesel,1968
88900,2019,68500,Diesel,1968
167900,2018,97738,Benzyna,1984
89900,2016,160000,Diesel,1968
92900,2019,59394,Diesel,1968
35800,2008,188000,Benzyna,1984
313240,2023,6,,
39800,2012,213000,Benzyna,1984
51890,2012,193000,Diesel,1968
40500,2017,79000,Benzyna,999
101900,2020,17309,Benzyna,1498
101900,2020,17309,Benzyna,1498
40500,2017,79000,Benzyna,999
139000,2023,6,Benzyna,1498
44900,2010,165000,Benzyna,1984
51900,2011,216000,Diesel,1968
62900,2014,210000,Diesel,1968
13800,2008,194000,Benzyna,1198
65900,2016,85678,Diesel,1968
45000,2017,96000,Diesel,1968
62500,2023,5,Benzyna,999
119900,2018,170258,Diesel,1968
39900,2011,233000,Diesel,1968
37900,2009,269000,Diesel,1896
21900,2010,294000,Diesel,1598
129900,2018,83299,Diesel,1968
43700,2014,225000,Diesel,1598
72850,2019,103414,Benzyna,1500
15950,2005,227000,Diesel,1896
74000,2018,157235,Benzyna,1395
109999,2018,169500,Benzyna,1984
77900,2019,66614,Benzyna,1498
10499,2006,214000,Benzyna,1198
4000,1997,324711,Diesel,1896
23000,2011,177000,Diesel,2967
17600,2010,170000,Diesel,1598
25800,2009,257000,Benzyna,1595
19900,2007,260000,Diesel,1968
24900,2009,219000,Diesel,1968
86900,2018,71000,Diesel,1598
4600,2002,226000,Benzyna,1781
74850,2019,87352,Benzyna,1500
164900,2022,5,Benzyna,1498
169900,2022,5,Benzyna,1498
449900,2023,8,Diesel,2967
182900,2022,8,Benzyna,1984
117900,2018,165000,Diesel,1968
163900,2022,5,Benzyna,1498
109900,2020,26347,Benzyna,1498
26500,2013,118000,Diesel,1968
91500,2016,173000,Diesel,1968
12500,2000,337000,Diesel,2461
25990,2009,245000,Diesel,1968
64900,2018,149000,Diesel,1598
194900,2023,1,Benzyna,1984
113990,2022,5,Benzyna,999
119900,2017,128330,Benzyna,1984
227900,2022,5,Diesel,1968
111500,2022,5,Benzyna,1498
51999,2015,130000,Diesel,1968
43050,2013,451000,Diesel,1968
67800,2017,80000,Benzyna,1395
98900,2020,35627,Benzyna,1498
89900,2018,65768,Benzyna,1395
94500,2016,77000,Benzyna,1984
159900,2019,54207,Diesel,1968
51660,2007,157000,Diesel,2461
87900,2018,111500,Diesel,1968
55800,2005,285000,Diesel,2460
449900,2023,8,Diesel,2967
124900,2019,46701,Benzyna,1984
69700,2019,102090,Diesel,1968
35900,2010,256000,Diesel,1968
38800,2013,258000,Diesel,1600
41800,2011,211800,Diesel,1600
71900,2017,207000,Diesel,1600
35800,2012,160000,Benzyna,1400
85000,2012,250000,Diesel,1999
48000,1972,36800,Benzyna,1300
13300,2005,225208,Benzyna,1781
112000,2016,181000,Diesel,1968
25900,2011,270214,Benzyna,1390
25900,2010,165000,Diesel,1968
46500,2017,79232,Diesel,1422
16500,2005,211000,Diesel,1896
111000,2022,6,Benzyna,999
46500,2015,217000,Diesel,1598
32850,2010,345000,Diesel,1968
10999,2002,202000,Benzyna,1598
333650,2023,10,Diesel,1968
211500,2023,1,Benzyna,1984
225900,2022,10000,Benzyna,1984
6500,1986,279000,Benzyna,1595
34800,2011,132300,Benzyna,1798
89900,2020,30464,Benzyna,999
24477,2016,200000,Benzyna,999
96900,2016,91000,Diesel,1968
99900,2019,83900,Benzyna,1498
113199,2023,10,Benzyna,999
107780,2022,3,Benzyna,999
27900,2014,111000,Benzyna,999
46900,2015,200000,Diesel,1968
4800,2002,253000,Benzyna,999
214900,2022,10,Diesel,1968
199000,2021,31000,Diesel,1968
84900,2021,22735,Benzyna,999
136770,2022,5,Benzyna,1498
136770,2022,5,Benzyna,1498
139490,2022,5,Benzyna,1498
26800,2008,290000,Diesel,1900
29800,2010,284000,Diesel,1900
34900,2015,190000,Diesel,1422
149900,2019,93253,Benzyna,1984
15700,1999,150500,Benzyna,1781
94900,2021,19000,Benzyna,1498
55900,2019,103000,Benzyna,999
39975,2015,261500,Diesel,1598
89900,2018,52458,Benzyna,1498
8999,2001,193590,Benzyna,1390
4900,1999,302800,Diesel,1896
49900,2014,139000,Benzyna,1390
69900,2017,67144,Benzyna,1395
77000,2019,80000,Diesel,1598
69000,2016,22000,Benzyna,1395
186108,2022,5,Benzyna,1984
87799,2018,98548,Benzyna,1798
109900,2019,135840,Diesel,1968
30999,2011,269000,Diesel,1968
93900,2019,102064,Benzyna,1498
144000,2020,41700,Diesel,1968
46900,2016,181930,Diesel,1968
119900,2019,116162,Benzyna,1984
39900,2008,200000,Benzyna,1984
26900,2009,185000,Diesel,1598
69000,2018,203300,Diesel,1968
195890,2023,,Diesel,2000
16500,2008,217500,Benzyna,1390
116500,2023,6,Benzyna,1498
294230,2022,5,Diesel,1968
294230,2022,5,Diesel,1968
22900,2013,215000,Diesel,1199
5900,2004,382000,Diesel,1898
2500,1998,350000,Benzyna,1390
44700,2011,227555,Diesel,1968
8900,2008,245000,Benzyna,1198
176540,2023,6,,
92888,2016,169000,Benzyna,1984
12900,2008,274253,Benzyna,1390
7900,2004,210000,Diesel,1968
96900,2018,128988,Diesel,1968
97500,2022,,Benzyna,999
299900,2023,5,,
88900,2014,238000,Diesel,1968
37900,2011,224668,Diesel,1968
94900,2018,165000,Benzyna,1798
109520,2022,3,Benzyna,999
59900,2018,53523,Benzyna,999
113350,2022,3,Benzyna,1498
129900,2018,48989,Diesel,1968
104890,2022,3,Benzyna,999
105980,2022,3,Benzyna,999
109040,2022,3,Benzyna,999
73900,2016,174348,Diesel,1968
26700,2012,270239,Diesel,1598
84900,2019,67300,Diesel,1598
184900,2021,28300,Diesel,1968
111800,2022,10,Benzyna,999
253134,2022,10,Diesel,1968
9900,2004,240000,Benzyna,1390
202130,2023,1,Diesel,2000
84900,2019,89645,Benzyna,1498
7900,2003,212000,Diesel,1896
110090,2022,3,Benzyna,1498
55000,2016,140000,Diesel,1968
56900,2017,124050,Diesel,1598
118080,2023,10,Benzyna,999
136010,2023,1,Benzyna,1500
69900,2017,151670,Benzyna,1395
81900,2019,105000,Benzyna,1498
169450,2023,1,Benzyna,1498
76000,2017,181006,Diesel,1968
84999,2014,151000,Benzyna,1984
45000,2014,165458,Diesel,1968
169990,2022,6,Diesel,1968
171197,2021,26000,Benzyna,1984
12700,2009,214000,Benzyna,1198
49200,2008,385000,Diesel,2461
305000,2023,5,Benzyna,1984
71000,2023,150000,Diesel,1598
92900,2017,88036,Benzyna,1798
19900,2004,153000,Benzyna,2771
43000,2012,222650,Diesel,1968
16000,2014,235144,Diesel,1598
16800,2007,273000,Diesel,1896
48800,2020,226000,Diesel,1598
219900,2019,91775,Diesel,2967
83900,2020,50273,Benzyna,999
135000,2019,54527,Diesel,1968
37499,2011,249600,Diesel,1968
4900,2004,344419,Diesel,1896
197250,2022,1,Benzyna,1498
91111,2014,180000,Diesel,1968
170600,2022,1,Benzyna,1498
170600,2022,1,Benzyna,1498
244400,2022,1,,
197250,2022,1,Benzyna,1498
205400,2022,1,Benzyna,1498
168000,2020,11700,Diesel,1968
55900,2006,275000,Diesel,2461
54900,2011,157431,Diesel,1968
71500,2018,103994,Benzyna,1395
71450,2017,135931,Benzyna,1798
13299,2009,183000,Benzyna,1198
16999,2008,299991,Diesel,1968
122400,2022,12,Benzyna,999
9300,2002,323963,Benzyna,1598
24700,2015,158000,Benzyna,999
47900,2013,145000,Benzyna,1390
84899,2019,43120,Benzyna,1395
199860,2022,1,Benzyna,1984
244500,2023,1,Diesel,1968
107800,2022,11661,Benzyna,999
2900,1998,225778,Benzyna,1390
109000,2017,69000,Diesel,1968
32900,2011,213000,Diesel,1968
339350,2023,10,Diesel,1968
129900,2018,99766,Diesel,1968
65900,2011,284000,Diesel,1968
3900,2005,272862,Benzyna,1595
168540,2022,1,Benzyna,1498
17500,2006,246000,Benzyna,1984
29900,2009,151000,Diesel,1968
19900,2006,162200,Diesel,1968
164500,2019,62500,Diesel,1968
9900,2009,270000,Benzyna,1198
31900,2008,230000,Benzyna,1390
11900,2008,257000,Diesel,1422
49900,2018,86451,Benzyna,999
69900,2015,157030,Benzyna,1798
47900,2018,80452,Benzyna,999
58900,2018,105000,Benzyna,1395
72900,2017,194800,Diesel,1968
64900,2020,108000,Benzyna,999
15900,2009,280000,Diesel,1896
89900,2021,8384,Benzyna,999
239900,2019,85496,Diesel,2967
77900,2015,135252,Benzyna,1798
351200,2022,1,Diesel,2000
407300,2022,1,Hybryda,1400
159900,2020,28966,Benzyna,1984
108999,2018,228900,Diesel,1968
19700,2007,200000,Benzyna,1598
229900,2022,10,Benzyna,1984
393000,2023,1,Diesel,2000
377300,2023,1,Diesel,2000
17900,2008,280000,Diesel,1968
403400,2023,1,Diesel,2000
488800,2023,1,Diesel,2000
133900,2023,1,Diesel,2000
406850,2022,5,Diesel,1968
89900,2017,171028,Diesel,1968
19900,2006,132000,Benzyna,1390
31900,2010,180000,Benzyna,1390
67900,2013,165000,Benzyna,1984
27999,2010,328000,Diesel,1968
63900,2019,126000,Diesel,1598
94900,2019,91000,Benzyna,1498
255900,2023,1,Diesel,1968
17999,2012,139260,Benzyna,999
229900,2023,1,Benzyna,1984
99900,2020,37000,Benzyna,1498
69900,2017,167918,Diesel,1968
46900,2016,106786,Benzyna,1197
23950,2010,290000,Diesel,1968
109900,2019,46700,Benzyna,1498
14800,2006,261000,Diesel,1968
299900,2023,1,Benzyna,1984
122900,2023,1,Benzyna,1498
229900,2023,1,Diesel,1968
229900,2023,1,Benzyna,1984
2500,2001,350000,Diesel,1191
224900,2023,1,Benzyna,1984
21999,2008,282195,Diesel,1968
9800,2003,235000,Benzyna,1595
9800,1999,165500,Benzyna,1984
9800,2002,290000,Diesel,1896
82900,2019,135870,Benzyna,1498
97900,2017,87000,Benzyna,1798
114800,2023,10,Benzyna,1498
127900,2023,5,Benzyna,1498
33900,2011,212000,Diesel,1598
13900,2008,86000,Benzyna,1198
114900,2018,140736,Diesel,1968
14800,2008,182000,Benzyna,1595
79999,2014,199432,Diesel,1968
434900,2023,,Diesel,2976
213900,2023,1,Benzyna,1984
219900,2023,1,Benzyna,1984
35900,2008,234000,Diesel,1968
46740,2016,144090,Diesel,1968
69900,2018,172830,Diesel,1968
17900,2008,292000,Diesel,1968
57700,2011,245955,Diesel,1968
9900,2001,185000,Benzyna,1984
88799,2018,115000,Benzyna,1798
3500,1990,185454,Benzyna,1595
16800,2011,258000,Diesel,1199
59900,2016,98100,Benzyna,1984
38900,2009,181000,Diesel,1968
39400,2015,173400,Diesel,1598
28000,2006,184369,Diesel,2967
21999,2011,193592,Diesel,1200
12999,1985,169769,Benzyna,1570
85999,2017,45600,Benzyna,1798
129900,2018,88000,Benzyna,3597
36900,2011,198000,Diesel,1968
39900,2015,254110,Diesel,1598
112500,2020,39300,Benzyna,1498
76900,2018,126740,Diesel,1968
19800,2011,316000,Diesel,1598
195500,2022,10,Diesel,1968
58900,2018,100000,Benzyna,999
79900,2015,129293,Diesel,1968
123900,2022,14236,Benzyna,1498
79500,2018,31135,Benzyna,999
94900,2018,164000,Diesel,1968
73900,2015,150724,Benzyna,1798
215900,2022,5,Benzyna,1984
189860,2022,1,Benzyna,1984
52900,2014,161000,Diesel,1968
22900,2009,299100,Diesel,1968
52900,2014,161000,Diesel,1968
89900,2016,175171,Diesel,1968
13900,2004,305200,Benzyna,1390
54900,2015,283000,Diesel,1968
15000,2011,220000,Diesel,1598
50000,1985,38000,Benzyna,1192
87900,2018,90700,Benzyna,1395
204900,2019,126020,Diesel,2967
119890,2022,1,Benzyna,1498
33900,2013,151123,Diesel,1598
18700,2005,200000,Benzyna,1984
22600,2008,222600,Diesel,1968
49900,2010,174557,Diesel,1968
39900,2011,120000,Benzyna,1390
62700,2010,238071,Diesel,1968
29500,2010,117000,Benzyna,1390
31900,2016,68300,Benzyna,999
62900,2018,95043,Benzyna,999
112850,2022,1,Benzyna,1000
115600,2022,1,Benzyna,1000
48500,2019,129000,Benzyna,999
23900,1976,45535,Benzyna,1200
112800,2022,1,Benzyna,1000
302000,2023,1,,
130700,2022,1,Benzyna,1498
114150,2022,1,Benzyna,1000
39900,2009,201584,Benzyna,1984
59800,2016,207000,Diesel,1598
35900,1973,64566,Benzyna,1585
68500,2022,5,Benzyna,999
93400,2017,79431,Benzyna,1798
104999,2017,105000,Diesel,1968
93400,2017,79431,Benzyna,1798
71900,2019,82834,Diesel,1598
99500,2018,62007,Diesel,1968
146900,2023,5,Benzyna,1498
119900,2018,36154,Benzyna,1984
17900,2006,149279,Benzyna,1595
164500,2019,21000,Benzyna,1984
105500,2018,73000,Diesel,1968
53500,2012,179000,Benzyna,1390
20700,2008,224780,Diesel,1896
188000,2016,182000,Diesel,1968
4500,1997,342000,Benzyna,1595
59900,2018,176614,Benzyna,1499
53500,2012,197000,Diesel,1968
119500,2015,170233,Diesel,1968
80000,2016,156000,Diesel,1968
89900,2018,164000,Diesel,1968
109500,2015,127727,Diesel,1968
38500,2015,229625,Diesel,1598
77900,2017,189000,Benzyna,1800
69000,2015,48000,Benzyna,1984
92900,2019,33234,Benzyna,999
118900,2018,98064,Diesel,1968
94900,2020,29987,Benzyna,1498
204900,2019,115185,Diesel,2967
296700,2023,10,Diesel,1968
429900,2022,8,Diesel,2967
41889,2008,138000,Diesel,1968
32700,2013,313000,Diesel,1968
108400,2023,1,Benzyna,999
152900,2020,118272,Diesel,1968
61900,2018,225000,Diesel,1968
94800,2016,56000,Benzyna,1395
90000,2017,39000,Benzyna,1395
89900,2016,180000,Diesel,1968
89900,2017,121000,Benzyna,1798
44900,2008,236461,Diesel,2967
136500,2021,4726,Benzyna,1498
65899,2018,143538,Benzyna,1395
133000,2023,5,Benzyna,1498
19800,2007,361000,Diesel,1896
11900,2006,150500,Benzyna,1198
197400,2023,5,Benzyna,1498
12500,2005,230000,Benzyna,1390
174600,2023,1,Benzyna,1498
198000,2023,1,Diesel,1968
2400,2002,400000,Diesel,1896
98031,2019,138253,Diesel,1968
37999,2011,235000,Diesel,1598
99999,2020,23225,Benzyna,1498
35900,2017,146296,Benzyna,999
80000,2019,145000,Diesel,1968
94900,2017,93603,Benzyna,1984
372247,2022,5,Diesel,1968
53900,2018,76836,Benzyna,999
21900,2008,220188,Diesel,1896
64900,2017,115604,Benzyna,1197
202335,2022,5,Diesel,1968
356700,2022,1,Diesel,1968
124900,2019,78155,Diesel,1968
386699,2022,5,Diesel,1968
294831,2022,5,Diesel,1968
340857,2022,5,Diesel,1968
8900,2009,217000,Diesel,1968
6900,1998,177000,Benzyna,1600
29900,2011,292000,Diesel,1600
219000,2023,20,,
110564,2018,148000,Diesel,1968
11700,2004,158000,Benzyna,1390
19700,2006,186000,Benzyna,1598
114900,2019,95000,Benzyna,1498
48900,2014,237450,Diesel,1968
113500,2022,10,Benzyna,999
5900,2005,154840,Benzyna,1198
153400,2022,10,Benzyna,1498
109500,2020,24132,Benzyna,1498
212700,2023,10,Benzyna,1984
17800,2005,126833,Benzyna,1595
247113,2022,1,Diesel,1968
127200,2023,5,Benzyna,1498
88300,2023,5,Benzyna,999
122800,2023,5,Benzyna,1498
183300,2023,5,Benzyna,1498
141240,2023,10,Benzyna,1498
137000,2023,10,Benzyna,1498
78450,2019,185689,Benzyna,1498
79850,2019,166334,Benzyna,1000
13700,2004,189000,Benzyna,1595
148400,2023,5,Benzyna,1498
53400,2016,284000,Diesel,1598
28999,2014,43000,Benzyna,1197
191500,2023,5,Benzyna,1984
216700,2023,5,Benzyna,1498
115900,2020,48302,Diesel,1968
8777,2006,146000,Benzyna,1198
84900,2018,135000,Benzyna,1798
89890,2022,1,Benzyna,999
99900,2017,101527,Benzyna,1395
299000,2023,20,,
178700,2023,5,Benzyna,1498
203800,2023,5,Benzyna,1498
299000,2023,20,,
39900,2013,133000,Benzyna,1390
127300,2023,5,Benzyna,1498
111300,2023,5,Benzyna,999
7999,2003,163043,Benzyna,1984
24900,2010,142000,Benzyna,1390
24900,2009,264000,Benzyna,1600
12700,2004,290000,Diesel,1896
52500,2015,197000,Benzyna,1395
125500,2022,5,Benzyna,1498
15000,2007,230390,Diesel,1896
25900,2012,351000,Diesel,1598
10750,2005,294000,Diesel,1968
98500,2022,5,Benzyna,999
8900,2008,250000,Diesel,1422
63900,2016,196312,Diesel,1968
63500,2010,228000,Diesel,1968
95900,2017,134637,Diesel,1968
12999,2006,371000,Diesel,1896
25000,2010,156000,Diesel,1896
22000,1999,380000,Benzyna,1984
47500,2015,162049,Diesel,1598
32000,2015,66000,Benzyna,1984
77900,2019,122590,Diesel,1968
9999,2005,140000,Benzyna,1198
56900,2013,242700,Diesel,1968
102600,2022,10,Benzyna,999
20900,2009,194470,Benzyna,1390
5000,2003,528000,Diesel,1896
54850,2018,134803,Benzyna,999
2999,1999,202411,Benzyna,1390
23999,2007,260000,Diesel,2499
74900,2015,111000,Benzyna,1798
178350,2018,142000,Diesel,2967
24400,2009,217000,Benzyna,1390
22999,2009,283744,Benzyna,1595
44900,2017,340000,Diesel,1968
17900,2004,190000,Benzyna,2792
225260,2023,8,Benzyna,1984
57500,2016,212840,Benzyna,1798
119900,2020,128603,Diesel,1968
46900,2019,124000,Benzyna,999
73900,2015,199120,Diesel,1968
301128,2023,10,Diesel,1968
57900,2017,231050,Diesel,1968
146800,2021,21358,Benzyna,1498
11900,2002,216000,Benzyna,1984
21499,2008,181000,Benzyna,1390
55350,2016,118400,Benzyna,1395
13800,2005,241000,Benzyna,1595
53998,2013,117530,Benzyna,1395
71900,2016,132000,Diesel,1968
406372,2022,4893,Diesel,1968
130900,2020,10900,Benzyna,1984
39900,2010,189000,Diesel,1968
55999,2018,85853,Benzyna,999
49800,2015,273000,Diesel,1968
28900,2009,133600,Benzyna,1390
29900,2013,199900,Benzyna,1197
51900,2011,159000,Diesel,1968
151900,2022,5,Benzyna,1498
184900,2020,67801,Diesel,1968
27900,2009,173337,Benzyna,1390
28900,2009,57000,Benzyna,1390
15800,2005,204000,Benzyna,1595
43050,2018,103215,Benzyna,1395
477117,2023,5,Diesel,1968
24800,2012,114000,Benzyna,1198
125000,2021,9000,Benzyna,1498
38700,2012,216000,Diesel,1968
144900,2018,183100,Diesel,1968
28900,2011,180580,Benzyna,1197
42800,2012,241544,Diesel,1968
